marca,precoComDesconto,precoSemDesconto,Condicao,VENDIDO,tamanho_mapeado,Cores_Agrupadas
523,54.75,219.0,0,1,3,18
947,8000.0,28000.0,4,0,3,19
6414,31.15,89.99,0,1,3,1
8597,29.7,99.0,0,1,2,14
7991,29.98,119.9,0,1,3,18
4364,4000.0,14000.0,4,1,3,6
1955,14.99,119.9,0,0,2,21
1564,37.0,90.0,0,1,3,6
9735,14.28,189.9,0,0,3,18
5638,12500.0,40000.0,2,1,3,3
10361,5000.0,12000.0,4,0,3,5
380,7000.0,23000.0,4,0,3,21
1786,2400.0,4000.0,4,1,0,1
6225,26.7,89.0,0,1,3,3
10279,17.5,69.99,0,0,3,19
6225,12.0,39.99,0,1,2,5
9127,7500.0,15000.0,4,1,4,19
7200,6.94,89.99,0,1,2,18
6225,8.06,79.9,0,0,3,5
6769,8000.0,28000.0,4,1,2,14
10429,13.9,39.9,0,1,3,3
3895,69.9,199.9,0,1,3,1
4318,34.0,125.0,0,1,0,14
8716,70.0,175.0,0,0,2,1
1014,2000.0,15467.566824463362,4,1,4,19
5395,12000.0,46000.0,4,0,3,1
6111,35000.0,99000.0,4,0,4,21
2754,50.0,98.7,0,1,3,1
5961,50.0,149.0,0,0,3,12
10330,42700.0,15467.566824463362,4,0,4,12
5395,12000.0,32000.0,4,1,2,18
6619,26700.0,89000.0,2,1,4,1
2290,39.99,109.9,0,1,2,14
2317,7000.0,15467.566824463362,4,1,3,2
8597,25.47,81.89,0,1,4,14
2359,28.9,79.9,0,1,3,18
521,14000.0,39000.0,4,0,3,16
747,12000.0,45000.0,4,0,3,22
6168,42.08,349.0,0,0,3,3
6366,3000.0,10500.0,4,1,3,19
4734,17.82,69.9,0,0,2,14
2597,9500.0,41000.0,4,1,2,14
1473,99.8,500.0,0,1,4,18
6619,22000.0,89000.0,4,0,3,1
8597,10.0,49.99,0,0,2,3
8137,52.48,189.9,0,0,3,1
6289,23.9,79.9,0,0,3,18
4318,32.22,99.0,0,0,2,3
3252,35.99,79.99,0,1,3,18
523,10200.0,42000.0,4,1,3,6
7630,4000.0,15467.566824463362,4,1,4,1
4767,8000.0,29900.0,4,1,4,18
3313,6000.0,18000.0,4,0,3,3
8597,3.45,69.99,0,1,2,19
8597,8.0,40.0,0,1,2,1
6632,19.9,65.9,0,0,0,21
10361,53.7,179.0,0,1,2,18
459,2500.0,6990.0,4,1,3,7
5915,37.5,129.99,0,0,2,14
4553,22.48,89.9,0,0,2,1
3011,8000.0,32000.0,4,1,3,0
6619,14000.0,43000.0,4,1,4,1
6907,8000.0,31000.0,4,0,3,3
10361,29.7,99.0,0,1,4,1
8597,10.17,33.9,0,1,2,3
3011,49.9,159.99,0,1,2,19
1787,1.1,5.8,4,1,4,12
7072,4000.0,9000.0,4,1,0,19
1692,5000.0,19000.0,4,0,2,19
9573,6000.0,17900.0,4,1,3,1
661,32.48,129.9,0,1,0,21
5586,10200.0,15467.566824463362,4,1,3,6
7221,25.0,69.9,0,1,2,18
6619,14000.0,40000.0,4,1,3,18
3313,8500.0,32000.0,2,0,0,14
1378,24.98,79.9,0,1,1,3
1355,10000.0,34000.0,4,1,3,18
4767,9000.0,31000.0,4,1,3,9
9320,15000.0,48000.0,2,0,3,14
4759,10000.0,15467.566824463362,4,1,0,22
2119,29.92,79.9,0,1,2,14
747,15000.0,49000.0,2,1,2,5
1472,13000.0,59000.0,4,1,3,3
5709,23.97,79.9,0,1,0,21
7481,27000.0,81000.0,4,0,3,3
4249,37.85,219.0,0,1,3,5
9414,4000.0,15467.566824463362,4,1,4,3
2936,17.48,69.9,0,0,2,14
1638,8000.0,25000.0,4,1,4,12
8094,23.97,79.9,0,0,2,3
583,15900.0,15467.566824463362,4,0,4,22
9439,13000.0,41000.0,4,1,4,18
5395,17900.0,53000.0,2,1,4,2
10422,22.99,108.21,0,1,2,14
7802,172.67,789.09,0,0,1,18
4563,35000.0,1.5,4,0,3,22
8088,22000.0,44000.0,4,1,3,21
6373,6000.0,27400.0,2,0,3,22
10361,39.1,184.01,0,1,2,1
4631,25.5,84.99,0,1,1,14
76,13000.0,39000.0,4,0,3,7
3313,9000.0,35000.0,2,0,3,3
3993,247.5,1319.99,0,0,4,18
6366,34.9,99.9,0,1,3,14
5571,25.9,219.9,1,1,4,22
10361,5000.0,15000.0,4,1,3,5
3474,4200.0,18900.0,2,0,3,18
2160,32000.0,96000.0,4,1,3,12
6619,14000.0,65000.0,4,0,4,1
492,135.15,369.0,1,0,3,6
1864,23000.0,75000.0,4,1,3,3
8440,20000.0,75000.0,4,1,3,18
6619,18000.0,60000.0,2,0,2,18
271,3500.0,33000.0,4,1,3,2
5917,32.9,110.0,0,1,3,1
1564,17.48,69.9,0,0,3,14
614,24.99,109.0,0,1,2,21
8641,14400.0,40000.0,4,0,3,9
9469,49000.0,2.1,4,1,3,6
523,9000.0,32000.0,4,0,2,21
9184,18.87,79.9,0,0,3,14
3694,9000.0,21000.0,4,1,3,1
8597,14.97,49.9,0,1,4,1
10336,18.0,89.99,0,1,2,21
10500,25.0,98.99,1,1,3,6
4563,49000.0,1.2,4,0,3,21
8931,15000.0,59000.0,4,1,3,1
6619,14000.0,63000.0,4,1,3,6
2407,16000.0,45000.0,4,0,3,18
5395,11000.0,38000.0,4,1,2,18
9414,4000.0,9000.0,4,1,0,3
2178,27.9,89.9,0,1,3,5
8869,34.99,79.9,0,1,2,14
2743,4000.0,14000.0,4,1,2,18
23,10000.0,32000.0,4,1,4,21
3721,3000.0,13000.0,4,1,2,18
6162,9000.0,27000.0,4,1,4,1
3474,12000.0,35000.0,4,1,3,0
7059,9.19,59.9,0,1,2,18
1357,9100.0,42000.0,4,0,2,18
8690,49.75,199.0,0,1,3,22
2011,22.77,75.9,0,0,3,18
7195,24.81,278.0,0,0,3,21
6619,12000.0,45000.0,4,1,3,22
747,13000.0,65000.0,4,0,0,13
5829,25.7,69.99,0,1,4,1
646,6000.0,22000.0,4,1,3,18
9420,16.0,40.0,0,1,2,18
9115,116.7,389.0,0,0,2,12
8168,22.1,58.9,0,1,3,14
4603,137.0,548.0,0,0,4,22
6462,34.0,55.9,1,0,3,1
2145,29.9,79.99,0,1,0,14
1355,237.0,790.0,0,0,3,1
9644,29.99,69.9,0,1,2,19
6769,9600.0,29000.0,4,0,3,19
8059,5000.0,15900.0,2,1,3,18
2597,10000.0,35000.0,4,1,3,2
523,44.32,148.99,0,1,0,3
5964,11.6,89.0,0,1,2,3
7952,16.86,89.9,0,0,3,14
10361,5000.0,13000.0,4,1,2,1
4767,24.48,238.0,0,1,2,3
646,75.9,239.9,1,1,3,14
804,49.98,199.9,0,0,2,21
9005,26.89,199.0,1,0,4,19
8597,15.0,59.99,0,1,0,3
947,10000.0,39000.0,4,1,3,5
5268,21.09,279.0,0,1,3,10
8095,16.9,59.9,0,1,3,3
76,10000.0,35000.0,4,0,3,19
10068,14.7,49.9,0,1,2,14
8597,31.5,104.99,0,1,2,1
2748,31.5,89.99,1,1,2,16
1355,12000.0,39000.0,4,0,0,16
1692,9000.0,31500.0,4,1,2,20
5113,21.9,72.99,0,1,4,14
10361,7000.0,13000.0,4,1,3,18
8601,13.75,55.0,0,0,3,21
3474,8000.0,26000.0,4,1,2,19
305,12000.0,62000.0,4,0,4,18
1782,21.0,69.99,0,1,4,10
1786,1500.0,3500.0,4,1,4,3
8537,11000.0,39900.0,2,0,3,10
6619,44400.0,1.478,2,1,3,15
10013,5000.0,21000.0,4,1,3,13
761,39.0,129.99,0,0,3,1
9439,84.78,399.0,0,0,2,1
1014,5000.0,15467.566824463362,4,1,4,1
380,4000.0,12000.0,4,1,3,18
2597,15000.0,45000.0,4,1,3,1
1014,4000.0,15467.566824463362,4,1,0,19
8597,10.49,69.9,0,0,3,18
10361,22.5,89.99,0,1,4,19
532,5000.0,20000.0,4,1,2,21
8094,16.98,67.9,0,0,4,1
8597,52.82,176.08,0,0,2,19
5469,23.89,229.0,0,0,3,20
6162,9600.0,38000.0,4,1,4,16
10124,17.48,49.9,0,0,4,3
8716,38.97,129.9,0,1,4,3
6267,6800.0,24000.0,4,1,3,12
2155,25.8,172.0,0,0,3,14
10371,28.4,74.9,0,0,3,12
4983,33150.0,1.3,2,0,2,15
1355,13000.0,54000.0,2,1,2,3
523,14000.0,42000.0,4,1,3,19
844,19.98,79.9,0,0,3,18
3986,2.1,7.3,4,0,2,18
858,9000.0,29000.0,4,0,3,18
8601,70.0,179.0,0,0,3,6
523,4250.0,15467.566824463362,4,1,3,5
8597,17.98,59.9,0,1,3,14
3041,258.3,369.9,1,0,2,18
5638,12000.0,39000.0,4,0,3,3
5395,9500.0,20000.0,4,1,2,18
6225,17.5,50.0,0,1,3,18
6619,17900.0,59400.0,2,1,4,18
9320,15000.0,49000.0,4,1,4,3
6067,7200.0,14000.0,4,1,3,1
6049,30.0,99.99,0,1,3,14
3474,8000.0,28000.0,4,1,2,0
9956,6.9,229.9,0,1,3,20
4318,22.48,89.9,0,1,2,1
9815,12.87,42.9,0,0,0,18
1609,8.91,79.9,0,0,3,21
1748,10000.0,34000.0,4,1,3,12
6619,17000.0,59000.0,4,0,0,22
8894,35.0,119.99,0,1,0,5
5242,53000.0,2.1,4,1,2,18
532,9000.0,36000.0,4,1,2,3
5395,49.9,299.99,0,1,3,0
3633,10000.0,32000.0,4,0,3,18
8597,51.0,169.99,0,1,2,18
5571,30.0,189.0,1,1,3,6
3442,5040.0,18000.0,4,1,4,21
1692,184.0,459.99,1,0,1,14
8537,10000.0,15467.566824463362,4,1,3,12
2859,14000.0,42000.0,4,1,3,1
947,8000.0,22000.0,4,0,2,18
1695,3500.0,9000.0,2,1,4,18
16,28.9,129.0,0,1,0,14
380,18000.0,32000.0,4,0,3,2
8597,23.03,99.0,0,1,3,18
4199,31.9,69.0,0,1,2,12
4318,35.7,119.0,0,0,0,14
4351,29.9,99.9,0,1,3,14
6769,7650.0,21000.0,2,1,3,18
7710,10000.0,30000.0,4,1,3,3
3474,5000.0,18000.0,4,1,3,16
6136,22.25,89.0,0,0,3,14
8597,27.96,69.9,0,0,2,3
10226,24.75,99.0,0,0,3,18
10500,35.0,125.0,1,1,2,16
5917,44.98,179.9,0,0,3,22
2635,12.5,49.99,0,1,3,5
9445,8.44,49.9,0,1,0,18
3734,12000.0,39000.0,4,0,3,5
3742,14500.0,30000.0,4,1,4,18
1158,8500.0,20000.0,4,1,3,2
7710,33.9,112.0,0,1,0,1
7783,50.0,349.99,0,1,3,18
319,62.0,131.31,0,0,2,21
8597,22.5,69.99,0,1,4,14
523,9000.0,31500.0,4,1,3,9
6122,56.9,189.9,0,1,3,1
8026,169.9,423.65,0,1,4,12
2597,117.0,389.9,0,1,3,18
6141,19.9,59.99,0,1,3,5
2138,9.14,439.99,0,0,4,5
10439,19.0,55.0,0,1,2,14
1504,72.0,239.99,0,0,0,5
10361,33.5,75.99,0,0,2,0
1355,12000.0,36000.0,4,1,2,14
4793,9000.0,31500.0,4,1,3,16
7341,15.22,179.9,0,0,3,3
380,22.9,75.9,0,1,2,14
8094,12.72,49.9,0,0,3,18
8094,17.97,59.9,0,1,0,0
6619,14000.0,38000.0,4,0,3,14
9527,22.48,89.9,0,0,3,1
7079,12.9,39.9,0,1,4,5
4902,15.0,29.0,0,1,3,3
3474,6000.0,25000.0,4,1,0,14
2364,70.46,229.9,0,0,3,12
1519,22.0,79.0,0,1,4,14
575,7000.0,21000.0,4,1,3,2
7295,20.89,89.0,0,1,2,5
873,37.17,169.9,0,0,2,18
4646,15.0,29.0,0,1,3,19
4536,12000.0,42000.0,4,1,2,0
1601,9000.0,27000.0,4,0,3,18
3313,19.99,59.99,0,1,2,1
8931,15000.0,45000.0,4,0,3,18
3313,6000.0,15900.0,4,1,3,18
8597,21.0,69.99,0,1,2,12
5275,22500.0,56000.0,4,0,3,19
1988,22.48,89.9,0,0,2,10
6107,11000.0,34000.0,4,1,0,5
1564,30.98,129.9,0,1,3,18
262,9.67,39.9,0,0,4,22
8597,28.7,79.0,0,1,3,0
1358,8.78,79.9,0,1,0,19
8072,47.8,239.0,0,1,3,1
961,350.0,1590.0,1,0,3,18
1999,42000.0,1.32,4,0,4,12
8597,10.0,39.9,0,1,4,19
9279,10.23,69.9,0,1,2,22
747,139.9,459.9,0,0,3,14
6211,2000.0,12000.0,2,1,4,22
5227,11000.0,38500.0,4,0,3,16
2187,90.05,189.0,0,0,3,5
8931,13000.0,42000.0,2,0,3,0
8597,12.5,49.99,0,1,2,5
5553,7000.0,21000.0,4,1,3,9
6769,9000.0,29000.0,4,0,3,9
458,15000.0,43000.0,4,0,3,1
5032,6000.0,22000.0,4,1,2,15
2160,30000.0,1.05,4,1,4,18
523,12000.0,39000.0,4,1,2,9
8026,18000.0,53000.0,4,1,4,1
8699,12000.0,36000.0,4,1,2,14
3474,11000.0,31000.0,4,1,2,21
8601,18.9,45.9,0,1,2,22
6619,24800.0,89000.0,2,0,2,0
5212,60.0,199.99,0,1,0,1
380,7000.0,29000.0,4,1,3,21
10264,10.9,35.9,0,1,3,3
7754,8000.0,24900.0,2,0,2,21
10361,7000.0,24500.0,4,1,3,9
8585,98000.0,2.56,2,0,4,1
947,7000.0,38000.0,4,1,3,21
6619,29100.0,97000.0,2,0,3,1
398,8000.0,15467.566824463362,4,0,3,0
5632,22.49,149.9,0,0,3,3
976,44.95,89.9,0,0,2,14
8699,11000.0,47000.0,4,0,3,5
10361,35.0,101.22,0,0,3,18
2738,38400.0,1.3,4,0,3,3
1692,24.9,89.99,0,1,2,18
1090,14.98,59.9,0,0,3,18
7303,23.73,94.9,0,0,3,1
4536,15000.0,45000.0,4,1,4,18
8716,39.98,139.9,0,0,3,3
224,9000.0,39000.0,2,1,3,14
73,14000.0,42000.0,4,0,3,5
3111,68.7,229.9,0,1,3,10
2597,12000.0,21000.0,4,0,3,16
1517,90000.0,3.15,4,1,3,23
5571,29.9,319.0,1,1,3,14
7264,32.5,129.99,0,0,3,1
8537,9000.0,27000.0,4,1,3,14
5395,16000.0,46000.0,4,1,3,12
9162,30.9,79.99,0,1,0,18
7337,29.97,79.9,0,0,0,20
1564,37.25,149.0,0,1,2,10
6619,24500.0,81600.0,2,0,3,4
180,22000.0,70000.0,4,1,0,22
1141,37.48,129.9,0,0,3,3
2675,17.25,59.9,0,0,2,14
1471,14000.0,37000.0,4,1,2,1
8597,12.48,49.9,0,0,3,22
3892,6000.0,29000.0,4,0,4,9
6619,12000.0,38000.0,4,1,3,22
1782,26.9,69.9,0,1,4,14
5395,13200.0,33000.0,4,0,3,14
8460,67.5,229.99,0,0,3,20
60,15.9,109.0,0,1,3,21
6009,18000.0,53000.0,4,0,3,7
5321,15000.0,52500.0,4,1,4,1
7298,4800.0,12000.0,4,0,4,9
4791,29.0,95.0,0,1,3,10
5395,13000.0,39000.0,4,0,2,10
9669,24.98,99.9,0,0,2,5
7361,26.85,179.0,0,1,0,14
5980,12000.0,37900.0,2,1,3,3
8295,8000.0,36000.0,4,1,4,18
4372,11050.0,38000.0,2,0,2,19
3319,72.9,169.9,0,0,3,1
8798,4000.0,12000.0,4,1,4,19
3434,2000.0,10000.0,2,1,4,17
1564,22.48,69.9,0,1,3,14
7987,7000.0,24500.0,4,1,3,4
7302,10000.0,30000.0,4,1,0,5
1782,23.9,49.9,0,1,4,14
4530,27.0,89.99,0,1,3,18
9904,35.0,139.99,0,0,4,19
10361,6000.0,21000.0,4,1,2,16
1355,8000.0,28000.0,4,0,4,12
10361,23.98,95.9,0,0,0,21
4318,32.48,129.9,0,0,3,1
6067,22.9,66.9,0,0,3,18
5469,59.9,219.99,0,1,2,19
976,22.48,89.9,0,0,2,14
9474,22.02,258.0,0,0,2,18
2754,20000.0,40000.0,4,1,4,18
6619,11000.0,28000.0,4,0,0,3
6619,14000.0,49000.0,4,1,0,5
7858,24.37,109.0,0,0,2,19
1955,7000.0,23000.0,2,1,0,16
5232,39.3,225.0,0,1,3,18
8026,16800.0,45000.0,4,1,4,17
7235,9000.0,29000.0,4,1,4,14
8597,26.69,79.9,0,1,2,18
10001,14.9,49.9,0,1,2,18
4351,7000.0,21000.0,4,0,2,21
8489,35.7,119.0,0,0,3,18
523,13000.0,37000.0,4,0,3,3
4183,7000.0,22000.0,4,1,3,1
10361,7000.0,13000.0,4,1,3,1
947,7000.0,14000.0,4,0,3,3
2154,66900.0,1.89,2,1,3,18
2741,20.9,49.0,0,1,3,3
4199,2500.0,7500.0,4,1,3,6
3075,14.75,59.0,0,0,3,14
8790,45600.0,99000.0,2,1,3,22
5395,10000.0,34000.0,4,1,2,18
3474,7000.0,24500.0,4,1,3,16
2407,21000.0,73000.0,4,1,3,18
9176,16000.0,48000.0,2,0,3,21
6322,23.88,89.9,0,1,3,22
7261,20.7,69.0,1,1,0,5
6092,93.82,375.28,0,0,2,14
9439,8000.0,39000.0,4,1,0,19
2187,10000.0,39000.0,4,0,2,1
4840,70.0,175.0,1,1,3,7
8790,32000.0,96000.0,4,1,4,3
1014,3500.0,9000.0,4,1,4,21
1692,73.97,229.9,0,1,3,1
9283,24.77,329.9,0,1,3,5
9320,9000.0,30000.0,4,0,4,3
10361,59.0,219.0,0,1,3,6
10361,4000.0,11000.0,4,0,4,9
5321,13600.0,43000.0,4,0,4,18
6107,13200.0,34000.0,4,0,2,18
2025,40000.0,1.6,4,0,4,1
1357,10000.0,35000.0,4,1,3,18
9320,11900.0,53000.0,4,0,3,4
4199,7000.0,15467.566824463362,4,1,3,18
523,12600.0,49000.0,4,0,3,18
8601,27.0,100.0,1,1,2,6
4793,15000.0,49000.0,4,1,4,12
4057,27.9,52.9,0,0,1,18
6225,11.97,39.9,0,1,0,14
747,11000.0,35000.0,4,0,4,3
4546,18000.0,69000.0,4,0,0,15
2187,32.67,249.0,0,1,3,18
8699,8000.0,24000.0,4,0,0,19
9439,7000.0,22000.0,4,1,0,1
4199,3000.0,10000.0,4,1,2,18
9650,21000.0,59000.0,4,0,3,18
1589,27100.0,70900.0,2,0,3,19
5597,12.5,49.99,0,1,2,14
6225,13.12,49.9,0,0,3,1
523,7000.0,25000.0,4,0,3,14
1472,12000.0,34000.0,4,1,3,5
6429,24.98,79.9,0,1,2,14
8601,14.9,39.0,0,1,4,5
8094,11.18,119.9,0,1,3,3
4805,12000.0,42000.0,2,0,2,18
9428,11.97,39.9,0,0,3,0
5485,57.0,189.99,0,1,3,18
1320,12000.0,32000.0,4,0,0,1
8948,37.48,149.9,0,0,2,1
4763,7000.0,21000.0,4,0,2,1
7939,38.0,109.0,0,1,3,18
2412,7.5,49.99,0,0,2,18
646,39.9,199.9,0,1,3,18
8094,50.0,129.9,0,0,3,19
3474,6000.0,18000.0,4,1,0,14
3178,32000.0,1.2,4,1,2,18
9024,5000.0,32000.0,2,1,3,1
4135,8400.0,21000.0,4,0,3,1
8165,12.53,49.9,0,1,3,12
2577,30.0,69.9,0,1,3,18
2187,5000.0,31000.0,4,0,3,20
10361,18.53,129.99,0,0,2,0
9794,29.9,49.9,1,0,2,1
4135,99.0,458.0,0,0,3,20
10080,46.0,89.0,0,0,3,5
947,8000.0,28000.0,4,1,3,10
1786,3600.0,9800.0,4,1,4,1
9944,39.9,149.99,0,1,2,12
9891,30.0,89.9,0,1,3,1
8699,77.23,399.9,0,0,0,18
7195,5000.0,17500.0,4,1,3,18
6225,14.24,89.0,0,1,3,1
7072,65.0,260.0,0,1,4,0
9460,4000.0,12000.0,2,1,3,19
4462,19.96,49.9,0,1,2,14
3721,18.73,74.9,0,1,2,14
1288,29.98,119.9,0,1,4,18
4004,23.9,79.9,1,1,0,1
8716,55.97,159.9,0,0,3,18
1357,25000.0,64000.0,4,0,4,12
3562,22.5,65.0,0,0,0,18
1564,42.0,99.9,0,1,3,14
7184,13.04,62.9,0,0,4,1
3474,9000.0,27000.0,2,0,0,3
8641,14000.0,39000.0,4,0,3,21
89,5000.0,13000.0,4,1,2,23
7195,29.15,268.0,0,1,3,14
10361,5000.0,17500.0,4,1,0,22
3453,1.54,69.99,0,1,4,14
3021,200.0,543.0,1,1,3,18
6168,52.48,279.9,0,0,0,1
2973,9000.0,32000.0,4,0,4,14
2929,18.0,79.9,0,0,3,1
8297,19.5,65.0,0,1,3,10
2407,62000.0,1.6,4,0,3,3
4318,29.7,99.0,0,0,3,1
734,10.0,39.99,0,1,3,14
4710,37.25,129.0,0,0,1,14
5571,23.0,67.0,1,0,2,21
9577,7300.0,24200.0,2,1,4,16
8026,116.9,370.9,0,1,4,18
1517,59000.0,1.89,4,1,3,23
9,4000.0,12500.0,4,1,4,15
125,10.47,29.9,0,1,3,22
1692,6000.0,24000.0,4,1,2,21
7672,22.88,79.9,0,0,2,20
3892,14000.0,36000.0,4,1,4,18
4318,20.97,69.9,0,1,3,14
612,24.73,98.9,0,1,3,0
3641,35.55,79.0,0,0,2,18
4318,22.48,69.9,0,0,4,14
9371,15000.0,49000.0,4,0,0,14
2416,19.9,79.0,0,1,0,14
3011,8000.0,32000.0,4,1,2,18
7459,29.99,59.0,0,1,3,14
6907,10000.0,39000.0,4,0,3,1
4782,15000.0,62000.0,4,0,2,18
6619,35700.0,1.19,2,0,3,7
3474,7200.0,21000.0,4,0,2,10
9625,8000.0,28000.0,4,1,3,18
6619,8000.0,24000.0,4,1,4,14
1355,9600.0,21000.0,4,0,2,3
7975,37.25,149.0,0,1,1,1
6767,17.9,39.9,0,1,3,14
7643,19.9,40.0,0,1,2,21
5917,7000.0,24500.0,4,1,3,18
10246,6.49,83.7,0,1,3,0
8699,13000.0,40000.0,4,0,2,14
3474,10000.0,34000.0,2,1,2,2
5917,7200.0,24000.0,4,1,3,12
6659,59.4,198.0,0,0,3,12
8597,15.6,52.0,0,0,0,3
48,15.9,39.9,0,1,3,1
523,12000.0,42000.0,4,1,3,22
9778,9000.0,32000.0,4,1,3,18
7911,29.9,89.9,0,1,3,1
4318,37.7,109.0,0,0,2,19
6456,14.0,80.0,0,1,2,18
647,18900.0,15467.566824463362,4,0,3,1
5142,23.7,79.0,0,1,0,18
3313,10.39,279.0,0,0,3,21
4075,17.97,59.9,0,0,2,18
3294,4000.0,14000.0,3,1,3,3
523,15000.0,39900.0,4,0,3,2
9905,32.96,69.9,1,1,2,1
4767,8000.0,28000.0,4,1,3,9
5395,32.07,299.99,0,0,2,14
1014,2500.0,15467.566824463362,4,1,4,3
5020,19000.0,60000.0,4,0,3,5
1242,17.23,68.9,0,0,2,14
6989,19.9,79.99,0,1,4,12
2706,9000.0,27000.0,4,0,4,22
2597,57.59,500.0,0,0,2,3
1347,475.0,1899.99,0,0,3,18
5314,7500.0,28000.0,4,1,2,18
4603,27.23,99.9,0,1,3,1
614,27.8,79.9,0,0,3,18
4364,20.0,80.0,0,1,2,22
5395,13000.0,26000.0,4,0,3,18
4199,32.48,129.9,0,0,3,1
8597,17.48,69.9,0,1,3,18
10361,5000.0,17000.0,4,1,2,5
1214,11.97,39.9,0,0,3,14
9565,12.5,49.99,0,1,2,19
3721,49.9,89.9,1,1,3,14
4767,7000.0,39000.0,4,0,3,9
8597,7.5,50.0,0,0,2,12
8601,45.0,129.0,0,1,3,18
8178,10.0,29.99,0,1,3,18
1989,14.9,49.99,0,1,3,14
7195,6500.0,19500.0,4,1,3,14
3702,15600.0,39000.0,4,0,0,7
9130,10800.0,29800.0,4,0,4,3
5994,13000.0,39000.0,4,1,3,14
1009,18.0,79.99,0,0,2,14
1748,8000.0,25000.0,4,1,4,15
2407,12000.0,39000.0,4,0,4,22
7567,24.98,79.9,0,0,3,0
6376,39.0,129.99,0,1,4,18
1782,17.48,69.9,0,0,4,0
2025,1.87,5.5,4,0,3,15
3487,6000.0,18000.0,4,1,2,21
7809,26.97,89.9,0,1,3,18
523,13000.0,39000.0,4,1,3,21
3474,6500.0,29000.0,4,1,3,9
3896,5.69,159.99,0,1,2,19
8908,35.7,119.99,0,0,2,12
10361,7000.0,15467.566824463362,4,1,4,15
5395,44.97,199.9,0,0,2,19
1955,8000.0,32900.0,2,1,2,6
3721,5000.0,15000.0,4,1,4,9
3721,5000.0,15467.566824463362,4,1,3,9
8665,28.0,89.99,0,1,0,14
1042,19000.0,57000.0,4,0,3,18
3721,4000.0,12000.0,4,1,2,18
3721,5000.0,10000.0,4,1,3,5
8597,6.04,33.9,0,0,2,19
2160,32000.0,95000.0,4,1,4,18
8597,27.0,89.99,0,1,3,18
5638,70.0,189.0,0,0,4,6
2793,10.07,129.9,0,1,3,21
4339,45.0,89.9,0,1,4,12
4414,80.0,175.0,0,0,3,12
6619,24360.0,81200.0,2,0,3,18
523,11000.0,39000.0,4,1,3,19
1786,1800.0,3500.0,4,0,0,3
2944,47.7,159.0,0,1,3,18
8537,10000.0,34000.0,3,1,3,22
3721,40.0,160.0,0,1,2,18
10361,23.37,109.99,0,1,3,14
2597,11000.0,35000.0,4,1,3,16
2754,12000.0,37000.0,4,1,3,9
5366,5000.0,29000.0,4,1,0,1
10361,22.04,190.99,0,0,0,19
4395,18000.0,62000.0,3,1,3,21
8537,15000.0,60000.0,4,1,3,18
10361,29.97,99.9,0,1,2,5
10361,12000.0,46000.0,4,1,2,18
1357,10000.0,35000.0,4,0,4,18
6015,14.7,49.0,0,1,3,14
4174,9000.0,35000.0,4,1,4,12
579,7000.0,21000.0,2,1,2,19
8600,17.48,69.9,0,0,3,19
8601,24.9,49.99,0,0,3,14
8597,13.98,69.9,0,1,2,14
8843,14.98,59.9,0,0,3,14
8597,23.8,119.0,0,1,2,3
8597,15.9,159.0,0,1,3,3
9645,10.0,39.99,0,1,4,18
8597,11.29,83.9,0,0,2,14
10500,10.0,80.0,0,1,5,6
3721,21.87,72.9,0,1,2,18
7895,14.97,49.9,0,1,4,18
3442,12000.0,39000.0,4,0,4,7
8597,14.98,79.9,0,0,2,1
3865,35.0,129.99,0,0,3,18
3041,23.7,79.0,1,0,3,14
1572,24.9,79.99,0,1,3,1
9183,10000.0,31000.0,2,1,3,18
10361,8000.0,15467.566824463362,4,1,4,15
1014,3000.0,7000.0,4,1,0,3
6541,20.25,67.5,0,0,0,14
1782,1.42,79.99,0,1,4,14
4572,28000.0,60000.0,4,1,3,18
1785,25.62,109.99,0,0,4,21
9141,5.46,109.99,0,0,2,18
523,14000.0,49000.0,4,1,3,5
6478,18.47,59.9,0,0,2,18
8976,6500.0,15000.0,4,1,2,2
5221,6000.0,23000.0,3,1,3,16
10361,19.5,65.0,0,1,3,5
2205,44.0,129.99,0,1,3,14
89,5000.0,11000.0,4,1,2,19
10367,65.9,219.9,0,1,0,14
3721,3000.0,12000.0,4,1,2,15
1124,12.0,40.0,0,1,2,18
1755,13000.0,49000.0,4,0,3,12
4767,25.58,98.0,0,1,0,5
3734,7000.0,49000.0,4,1,3,2
9577,11000.0,39000.0,4,0,0,19
9497,29.97,99.9,0,1,0,14
1362,3500.0,10000.0,4,1,3,19
4507,8000.0,28000.0,4,0,2,16
4052,1.3,3.5,4,0,3,2
6619,20000.0,69000.0,4,1,3,2
6281,37.42,210.0,0,0,3,18
8692,39.8,198.0,0,1,3,0
824,27.0,89.0,0,1,3,14
3474,11000.0,43000.0,4,1,4,18
5807,12000.0,15467.566824463362,4,1,3,1
646,8000.0,32000.0,4,1,4,18
3702,67.47,224.9,0,0,3,14
6619,41910.0,15467.566824463362,2,0,3,7
5571,30.0,175.0,1,1,2,6
4781,6000.0,19000.0,2,1,3,21
10361,6000.0,10000.0,4,0,2,1
2973,9000.0,31500.0,4,0,0,14
6619,17670.0,58900.0,2,0,2,18
4135,7650.0,20000.0,4,0,3,2
5553,10000.0,35000.0,2,0,3,3
4064,22000.0,79000.0,4,1,3,18
4177,12.5,39.99,0,1,2,20
4840,13600.0,55000.0,4,0,3,1
9011,60.0,150.0,0,1,2,3
